"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2009",11119,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2010",12073,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2011",12651,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2012",17355,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2013",28904,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2014",35642,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2015",36645,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2016",71563,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2017",36531,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2018",25114,
"SWE","IMMIGINFLOW","HUMNTRN","NBR","A","2019",19201,
"SWE","IMMIGINFLOW","OTH","NBR","A","2000",0,
"SWE","IMMIGINFLOW","OTH","NBR","A","2001",0,
"SWE","IMMIGINFLOW","OTH","NBR","A","2002",0,
"SWE","IMMIGINFLOW","OTH","NBR","A","2003",0,
"SWE","IMMIGINFLOW","OTH","NBR","A","2004",0,
"SWE","IMMIGINFLOW","OTH","NBR","A","2005",0,
"SWE","IMMIGINFLOW","OTH","NBR","A","2006",0,
"SWE","IMMIGINFLOW","WORK","NBR","A","2000",433,
"SWE","IMMIGINFLOW","WORK","NBR","A","2001",442,
"SWE","IMMIGINFLOW","WORK","NBR","A","2002",403,
"SWE","IMMIGINFLOW","WORK","NBR","A","2003",319,
"SWE","IMMIGINFLOW","WORK","NBR","A","2004",209,
"SWE","IMMIGINFLOW","WORK","NBR","A","2005",293,
"SWE","IMMIGINFLOW","WORK","NBR","A","2006",349,
"SWE","IMMIGINFLOW","WORK","NBR","A","2007",543,
"SWE","IMMIGINFLOW","WORK","NBR","A","2008",796,
"SWE","IMMIGINFLOW","WORK","NBR","A","2009",7705,
"SWE","IMMIGINFLOW","WORK","NBR","A","2010",9493,
"SWE","IMMIGINFLOW","WORK","NBR","A","2011",12337,
"SWE","IMMIGINFLOW","WORK","NBR","A","2012",11303,
"SWE","IMMIGINFLOW","WORK","NBR","A","2013",16181,
"SWE","IMMIGINFLOW","WORK","NBR","A","2014",12536,
"SWE","IMMIGINFLOW","WORK","NBR","A","2015",10005,
"SWE","IMMIGINFLOW","WORK","NBR","A","2016",9786,
"SWE","IMMIGINFLOW","WORK","NBR","A","2017",13135,
"SWE","IMMIGINFLOW","WORK","NBR","A","2018",16625,
"SWE","IMMIGINFLOW","WORK","NBR","A","2019",16776,
"CHE","IMMIGINFLOW","FAM","NBR","A","2004",21041,
"CHE","IMMIGINFLOW","FAM","NBR","A","2005",19724,
"CHE","IMMIGINFLOW","FAM","NBR","A","2006",18072,
"CHE","IMMIGINFLOW","FAM","NBR","A","2007",18851,
"CHE","IMMIGINFLOW","FAM","NBR","A","2008",18871,
"CHE","IMMIGINFLOW","FAM","NBR","A","2009",18399,
"CHE","IMMIGINFLOW","FAM","NBR","A","2010",21652,
"CHE","IMMIGINFLOW","FAM","NBR","A","2011",17820,
"CHE","IMMIGINFLOW","FAM","NBR","A","2012",20668,
"CHE","IMMIGINFLOW","FAM","NBR","A","2013",20709,
"CHE","IMMIGINFLOW","FAM","NBR","A","2014",19508,
"CHE","IMMIGINFLOW","FAM","NBR","A","2015",20955,
"CHE","IMMIGINFLOW","FAM","NBR","A","2016",20882,
"CHE","IMMIGINFLOW","FAM","NBR","A","2017",20567,
"CHE","IMMIGINFLOW","FAM","NBR","A","2018",20713,
"CHE","IMMIGINFLOW","FAM","NBR","A","2019",18996.363,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"CHE","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2004",52060,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2005",52399,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2006",60310,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2007",93849,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2008",108612,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2009",85966,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2010",82034,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2011",96483,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2012",96720,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2013",105581,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2014",103779,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2015",98584,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2016",92881,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2017",86005,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2018",89197,
"CHE","IMMIGINFLOW","FREEMOVS","NBR","A","2019",90912.646,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2004",4351,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2005",3281,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2006",4273,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2007",5425,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2008",6348,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2009",5370,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2010",6655,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2011",5755,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2012",4212,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2013",5061,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2014",6355,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2015",7051,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2016",6517,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2017",6816,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2018",6693,
"CHE","IMMIGINFLOW","HUMNTRN","NBR","A","2019",6436,
"CHE","IMMIGINFLOW","OTH","NBR","A","2004",2152,
"CHE","IMMIGINFLOW","OTH","NBR","A","2005",1949,
"CHE","IMMIGINFLOW","OTH","NBR","A","2006",2044,
"CHE","IMMIGINFLOW","OTH","NBR","A","2007",2126,
"CHE","IMMIGINFLOW","OTH","NBR","A","2008",2143,
"CHE","IMMIGINFLOW","OTH","NBR","A","2009",2310,
"CHE","IMMIGINFLOW","OTH","NBR","A","2010",2265,
"CHE","IMMIGINFLOW","OTH","NBR","A","2011",1915,
"CHE","IMMIGINFLOW","OTH","NBR","A","2012",1833,
"CHE","IMMIGINFLOW","OTH","NBR","A","2013",2009,
"CHE","IMMIGINFLOW","OTH","NBR","A","2014",3069,
"CHE","IMMIGINFLOW","OTH","NBR","A","2015",2809,
"CHE","IMMIGINFLOW","OTH","NBR","A","2016",2922,
"CHE","IMMIGINFLOW","OTH","NBR","A","2017",3114,
"CHE","IMMIGINFLOW","OTH","NBR","A","2018",3386,
"CHE","IMMIGINFLOW","OTH","NBR","A","2019",3677,
"CHE","IMMIGINFLOW","WORK","NBR","A","2004",1124,
"CHE","IMMIGINFLOW","WORK","NBR","A","2005",1415,
"CHE","IMMIGINFLOW","WORK","NBR","A","2006",1612,
"CHE","IMMIGINFLOW","WORK","NBR","A","2007",1983,
"CHE","IMMIGINFLOW","WORK","NBR","A","2008",3163,
"CHE","IMMIGINFLOW","WORK","NBR","A","2009",2713,
"CHE","IMMIGINFLOW","WORK","NBR","A","2010",2382,
"CHE","IMMIGINFLOW","WORK","NBR","A","2011",2319,
"CHE","IMMIGINFLOW","WORK","NBR","A","2012",2157,
"CHE","IMMIGINFLOW","WORK","NBR","A","2013",2279,
"CHE","IMMIGINFLOW","WORK","NBR","A","2014",1868,
"CHE","IMMIGINFLOW","WORK","NBR","A","2015",1849,
"CHE","IMMIGINFLOW","WORK","NBR","A","2016",1806,
"CHE","IMMIGINFLOW","WORK","NBR","A","2017",1889,
"CHE","IMMIGINFLOW","WORK","NBR","A","2018",2135,
"CHE","IMMIGINFLOW","WORK","NBR","A","2019",2286,
"GBR","IMMIGINFLOW","FAM","NBR","A","2003",43617,
"GBR","IMMIGINFLOW","FAM","NBR","A","2004",45886,
"GBR","IMMIGINFLOW","FAM","NBR","A","2005",52554,
"GBR","IMMIGINFLOW","FAM","NBR","A","2006",60675,
"GBR","IMMIGINFLOW","FAM","NBR","A","2007",54655,
"GBR","IMMIGINFLOW","FAM","NBR","A","2008",48876,
"GBR","IMMIGINFLOW","FAM","NBR","A","2009",54572,
"GBR","IMMIGINFLOW","FAM","NBR","A","2010",63166,
"GBR","IMMIGINFLOW","FAM","NBR","A","2011",60192,
"GBR","IMMIGINFLOW","FAM","NBR","A","2012",51646,
"GBR","IMMIGINFLOW","FAM","NBR","A","2013",48224,
"GBR","IMMIGINFLOW","FAM","NBR","A","2014",49859,
"GBR","IMMIGINFLOW","FAM","NBR","A","2015",50301,
"GBR","IMMIGINFLOW","FAM","NBR","A","2016",52829,
"GBR","IMMIGINFLOW","FAM","NBR","A","2017",61234,
"GBR","IMMIGINFLOW","FAM","NBR","A","2018",67328,
"GBR","IMMIGINFLOW","FAM","NBR","A","2019",80304,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2003",39297.742,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2004",43193.449,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2005",48750.87,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2006",53707.817,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2007",33194,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2008",28801,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2009",48259,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2010",51212,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2011",33686,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2012",23648,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2013",23332,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2014",22069,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2015",19450,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2016",17156,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2017",17849,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2018",21675,
"GBR","IMMIGINFLOW","FAMWORKR","NBR","A","2019",29298,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2003",40249.18,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2004",72452.83,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2005",84715.254,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2006",77882.353,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2007",162695,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2008",139807,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2009",120240,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2010",125231,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2011",128848,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2012",127905,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2013",157774,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2014",211200,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2015",229311,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2016",215368,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2017",183808,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2018",159534,
"GBR","IMMIGINFLOW","FREEMOVS","NBR","A","2019",143899,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2003",22105,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2004",52555,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2005",67810,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2006",30655,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2007",14190,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2008",2825,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2009",3110,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2010",4931,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2011",13003,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2012",11434,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2013",21274,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2014",17801,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2015",18895,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2016",14454,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2017",18730,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2018",25243,
"GBR","IMMIGINFLOW","HUMNTRN","NBR","A","2019",17723,
"GBR","IMMIGINFLOW","OTH","NBR","A","2003",31485,
"GBR","IMMIGINFLOW","OTH","NBR","A","2004",18855,
"GBR","IMMIGINFLOW","OTH","NBR","A","2005",19225,
"GBR","IMMIGINFLOW","OTH","NBR","A","2006",20675,
"GBR","IMMIGINFLOW","OTH","NBR","A","2007",30080,
"GBR","IMMIGINFLOW","OTH","NBR","A","2008",36696,
"GBR","IMMIGINFLOW","OTH","NBR","A","2009",53743,
"GBR","IMMIGINFLOW","OTH","NBR","A","2010",97116,
"GBR","IMMIGINFLOW","OTH","NBR","A","2011",38340,
"GBR","IMMIGINFLOW","OTH","NBR","A","2012",16501,
"GBR","IMMIGINFLOW","OTH","NBR","A","2013",22261,
"GBR","IMMIGINFLOW","OTH","NBR","A","2014",22511,
"GBR","IMMIGINFLOW","OTH","NBR","A","2015",24023,
"GBR","IMMIGINFLOW","OTH","NBR","A","2016",23681,
"GBR","IMMIGINFLOW","OTH","NBR","A","2017",29556,
"GBR","IMMIGINFLOW","OTH","NBR","A","2018",32744,
"GBR","IMMIGINFLOW","OTH","NBR","A","2019",22807,
"GBR","IMMIGINFLOW","WORK","NBR","A","2003",76930.258,
"GBR","IMMIGINFLOW","WORK","NBR","A","2004",79051.551,
"GBR","IMMIGINFLOW","WORK","NBR","A","2005",90221.13,
"GBR","IMMIGINFLOW","WORK","NBR","A","2006",100678.183,
"GBR","IMMIGINFLOW","WORK","NBR","A","2007",92036,
"GBR","IMMIGINFLOW","WORK","NBR","A","2008",101144,
"GBR","IMMIGINFLOW","WORK","NBR","A","2009",115152,
"GBR","IMMIGINFLOW","WORK","NBR","A","2010",107046,
"GBR","IMMIGINFLOW","WORK","NBR","A","2011",65727,
"GBR","IMMIGINFLOW","WORK","NBR","A","2012",55851,
"GBR","IMMIGINFLOW","WORK","NBR","A","2013",22279,
"GBR","IMMIGINFLOW","WORK","NBR","A","2014",26590,
"GBR","IMMIGINFLOW","WORK","NBR","A","2015",27899,
"GBR","IMMIGINFLOW","WORK","NBR","A","2016",27555,
"GBR","IMMIGINFLOW","WORK","NBR","A","2017",30997,
"GBR","IMMIGINFLOW","WORK","NBR","A","2018",36304,
"GBR","IMMIGINFLOW","WORK","NBR","A","2019",51620,
"USA","IMMIGINFLOW","FAM","NBR","A","1996",594397,
"USA","IMMIGINFLOW","FAM","NBR","A","1997",534060,
"USA","IMMIGINFLOW","FAM","NBR","A","1998",474013,
"USA","IMMIGINFLOW","FAM","NBR","A","1999",474420,
"USA","IMMIGINFLOW","FAM","NBR","A","2000",581442,
"USA","IMMIGINFLOW","FAM","NBR","A","2001",671671,
"USA","IMMIGINFLOW","FAM","NBR","A","2002",670556,
"USA","IMMIGINFLOW","FAM","NBR","A","2003",490082,
"USA","IMMIGINFLOW","FAM","NBR","A","2004",632170,
"USA","IMMIGINFLOW","FAM","NBR","A","2005",649201,
"USA","IMMIGINFLOW","FAM","NBR","A","2006",802712,
"USA","IMMIGINFLOW","FAM","NBR","A","2007",689820,
"USA","IMMIGINFLOW","FAM","NBR","A","2008",716244,
"USA","IMMIGINFLOW","FAM","NBR","A","2009",747413,
"USA","IMMIGINFLOW","FAM","NBR","A","2010",691003,
"USA","IMMIGINFLOW","FAM","NBR","A","2011",688089,
"USA","IMMIGINFLOW","FAM","NBR","A","2012",680799,
"USA","IMMIGINFLOW","FAM","NBR","A","2013",649763,
"USA","IMMIGINFLOW","FAM","NBR","A","2014",645560,
"USA","IMMIGINFLOW","FAM","NBR","A","2015",678978,
"USA","IMMIGINFLOW","FAM","NBR","A","2016",804793,
"USA","IMMIGINFLOW","FAM","NBR","A","2017",748746,
"USA","IMMIGINFLOW","FAM","NBR","A","2018",695524,
"USA","IMMIGINFLOW","FAM","NBR","A","2019",709166,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2003",46365,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2004",82759,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2005",132917,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2006",87708,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2007",89067,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2008",90576,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2009",78477,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2010",81354,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2011",74071,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2012",78080,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2013",85232,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2014",80605,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2015",75423,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2016",72341,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2017",73009,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2018",72823,
"USA","IMMIGINFLOW","FAMWORKR","NBR","A","2019",67019,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","1996",128480,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","1997",112050,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","1998",52048,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","1999",42509,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2000",62928,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2001",107981,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2002",125798,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2003",44764,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2004",71230,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2005",142962,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2006",216454,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2007",136125,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2008",166392,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2009",177368,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2010",136291,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2011",168460,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2012",150614,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2013",119630,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2014",134242,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2015",151995,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2016",157425,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2017",146003,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2018",185909,
"USA","IMMIGINFLOW","HUMNTRN","NBR","A","2019",107057,
"USA","IMMIGINFLOW","OTH","NBR","A","1996",75223,
"USA","IMMIGINFLOW","OTH","NBR","A","1997",61247,
"USA","IMMIGINFLOW","OTH","NBR","A","1998",49305,
"USA","IMMIGINFLOW","OTH","NBR","A","1999",69269,
"USA","IMMIGINFLOW","OTH","NBR","A","2000",89990,
"USA","IMMIGINFLOW","OTH","NBR","A","2001",100548,
"USA","IMMIGINFLOW","OTH","NBR","A","2002",89188,
"USA","IMMIGINFLOW","OTH","NBR","A","2003",86969,
"USA","IMMIGINFLOW","OTH","NBR","A","2004",99153,
"USA","IMMIGINFLOW","OTH","NBR","A","2005",83332,
"USA","IMMIGINFLOW","OTH","NBR","A","2006",88017,
"USA","IMMIGINFLOW","OTH","NBR","A","2007",64294,
"USA","IMMIGINFLOW","OTH","NBR","A","2008",57979,
"USA","IMMIGINFLOW","OTH","NBR","A","2009",61416,
"USA","IMMIGINFLOW","OTH","NBR","A","2010",67622,
"USA","IMMIGINFLOW","OTH","NBR","A","2011",66464,
"USA","IMMIGINFLOW","OTH","NBR","A","2012",56496,
"USA","IMMIGINFLOW","OTH","NBR","A","2013",60250,
"USA","IMMIGINFLOW","OTH","NBR","A","2014",85857,
"USA","IMMIGINFLOW","OTH","NBR","A","2015",76011,
"USA","IMMIGINFLOW","OTH","NBR","A","2016",83394,
"USA","IMMIGINFLOW","OTH","NBR","A","2017",94563,
"USA","IMMIGINFLOW","OTH","NBR","A","2018",77007,
"USA","IMMIGINFLOW","OTH","NBR","A","2019",75430,
"USA","IMMIGINFLOW","WORK","NBR","A","1996",117460,
"USA","IMMIGINFLOW","WORK","NBR","A","1997",90490,
"USA","IMMIGINFLOW","WORK","NBR","A","1998",77413,
"USA","IMMIGINFLOW","WORK","NBR","A","1999",56678,
"USA","IMMIGINFLOW","WORK","NBR","A","2000",106642,
"USA","IMMIGINFLOW","WORK","NBR","A","2001",178702,
"USA","IMMIGINFLOW","WORK","NBR","A","2002",173814,
"USA","IMMIGINFLOW","WORK","NBR","A","2003",81727,
"USA","IMMIGINFLOW","WORK","NBR","A","2004",72571,
"USA","IMMIGINFLOW","WORK","NBR","A","2005",113961,
"USA","IMMIGINFLOW","WORK","NBR","A","2006",71373,
"USA","IMMIGINFLOW","WORK","NBR","A","2007",73109,
"USA","IMMIGINFLOW","WORK","NBR","A","2008",75935,
"USA","IMMIGINFLOW","WORK","NBR","A","2009",65557,
"USA","IMMIGINFLOW","WORK","NBR","A","2010",66989,
"USA","IMMIGINFLOW","WORK","NBR","A","2011",65268,
"USA","IMMIGINFLOW","WORK","NBR","A","2012",65918,
"USA","IMMIGINFLOW","WORK","NBR","A","2013",75878,
"USA","IMMIGINFLOW","WORK","NBR","A","2014",70991,
"USA","IMMIGINFLOW","WORK","NBR","A","2015",68624,
"USA","IMMIGINFLOW","WORK","NBR","A","2016",65552,
"USA","IMMIGINFLOW","WORK","NBR","A","2017",64846,
"USA","IMMIGINFLOW","WORK","NBR","A","2018",65348,
"USA","IMMIGINFLOW","WORK","NBR","A","2019",72318,
"ISR","IMMIGINFLOW","FAM","NBR","A","2014",4946,
"ISR","IMMIGINFLOW","FAM","NBR","A","2015",5473,
"ISR","IMMIGINFLOW","FAM","NBR","A","2016",5441,
"ISR","IMMIGINFLOW","FAM","NBR","A","2017",6188,
"ISR","IMMIGINFLOW","FAM","NBR","A","2018",6289,
"ISR","IMMIGINFLOW","FAM","NBR","A","2019",6400,
"ISR","IMMIGINFLOW","OTH","NBR","A","2014",19166,
"ISR","IMMIGINFLOW","OTH","NBR","A","2015",22435,
"ISR","IMMIGINFLOW","OTH","NBR","A","2016",20536,
"ISR","IMMIGINFLOW","OTH","NBR","A","2017",20169,
"ISR","IMMIGINFLOW","OTH","NBR","A","2018",21810,
"ISR","IMMIGINFLOW","OTH","NBR","A","2019",26847,
"RUS","IMMIGINFLOW","FAM","NBR","A","2007",183896,
"RUS","IMMIGINFLOW","FAM","NBR","A","2008",194978,
"RUS","IMMIGINFLOW","FAM","NBR","A","2009",210704,
"RUS","IMMIGINFLOW","FAM","NBR","A","2010",111943,
"RUS","IMMIGINFLOW","FAM","NBR","A","2011",93862,
"RUS","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"RUS","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"RUS","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"RUS","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"RUS","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"RUS","IMMIGINFLOW","FREEMOVS","NBR","A","2007",0,
"RUS","IMMIGINFLOW","FREEMOVS","NBR","A","2008",0,
"RUS","IMMIGINFLOW","FREEMOVS","NBR","A","2009",0,
"RUS","IMMIGINFLOW","FREEMOVS","NBR","A","2010",0,
"RUS","IMMIGINFLOW","FREEMOVS","NBR","A","2011",0,
"RUS","IMMIGINFLOW","HUMNTRN","NBR","A","2007",1738,
"RUS","IMMIGINFLOW","HUMNTRN","NBR","A","2008",2976,
"RUS","IMMIGINFLOW","HUMNTRN","NBR","A","2009",5458,
"RUS","IMMIGINFLOW","HUMNTRN","NBR","A","2010",2080,
"RUS","IMMIGINFLOW","HUMNTRN","NBR","A","2011",1812,
"RUS","IMMIGINFLOW","OTH","NBR","A","2007",66888,
"RUS","IMMIGINFLOW","OTH","NBR","A","2008",64050,
"RUS","IMMIGINFLOW","OTH","NBR","A","2009",58285,
"RUS","IMMIGINFLOW","OTH","NBR","A","2010",45014,
"RUS","IMMIGINFLOW","OTH","NBR","A","2011",43992,
"RUS","IMMIGINFLOW","WORK","NBR","A","2007",8575,
"RUS","IMMIGINFLOW","WORK","NBR","A","2008",22511,
"RUS","IMMIGINFLOW","WORK","NBR","A","2009",42672,
"RUS","IMMIGINFLOW","WORK","NBR","A","2010",70390,
"RUS","IMMIGINFLOW","WORK","NBR","A","2011",272979,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2010",222,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2011",262,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2012",389,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2013",198,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2014",355,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2015",615,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2016",1968,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2017",3335,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2018",5756,
"MEX","IMMIGINFLOW","HUMNTRN","NBR","A","2019",7903,
"MEX","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"MEX","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"MEX","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
